event_id,family,year,era,measure,cost,stop_usd,rl,rs
CPI_2023-03-14,CPI,2023,2023-24,S1_ATR_D1,base,3.8024305098902302,-1.5615512721549558,-1.2225575688781993
CPI_2023-04-12,CPI,2023,2023-24,S1_ATR_D1,base,4.764759221701531,2.233337290483299,-1.3652705724082321
NFP_2023-05-05,NFP,2023,2023-24,S1_ATR_D1,base,4.850221616171398,-1.044668069002449,1.616550535311254
CPI_2023-05-10,CPI,2023,2023-24,S1_ATR_D1,base,4.774842122992929,2.3020365421233735,-1.3870906680049773
NFP_2023-06-02,NFP,2023,2023-24,S1_ATR_D1,base,3.857817247990911,-1.8738204884548986,0.3905428648244932
CPI_2023-06-13,CPI,2023,2023-24,S1_ATR_D1,base,3.8820785081920626,-1.5566185710176252,-1.6305480393151295
NFP_2023-07-07,NFP,2023,2023-24,S1_ATR_D1,base,3.169134324087977,1.408574580152773,-1.8449953053608301
CPI_2023-07-12,CPI,2023,2023-24,S1_ATR_D1,base,3.13055626697307,2.774590331320981,-1.8111761509663855
NFP_2023-08-04,NFP,2023,2023-24,S1_ATR_D1,base,3.187777308626756,-3.318848628908173,-1.2870253950604782
CPI_2023-08-10,CPI,2023,2023-24,S1_ATR_D1,base,3.1083485038312664,1.727057742522542,-1.2857961856831241
NFP_2023-09-01,NFP,2023,2023-24,S1_ATR_D1,base,2.492830065042789,1.8849650306665706,-1.7697165008817297
CPI_2023-09-13,CPI,2023,2023-24,S1_ATR_D1,base,2.269102714077066,-2.4415822896116324,-1.391828135591706
NFP_2023-10-06,NFP,2023,2023-24,S1_ATR_D1,base,2.9181346863340893,-2.319453718739352,1.284732218686579
CPI_2023-10-12,CPI,2023,2023-24,S1_ATR_D1,base,3.2606995272342094,-1.3978314812301489,0.21777276442344548
NFP_2023-11-03,NFP,2023,2023-24,S1_ATR_D1,base,3.9823191595890095,-1.2150069484886388,-1.1381673011030202
CPI_2023-11-14,CPI,2023,2023-24,S1_ATR_D1,base,3.52812714146286,-2.519904652958055,-1.6718626521928495
NFP_2023-12-08,NFP,2023,2023-24,S1_ATR_D1,base,4.721358907447264,-1.3902233718446002,1.8113972412708772
CPI_2023-12-12,CPI,2023,2023-24,S1_ATR_D1,base,4.972070132692819,-1.1371778452646069,-1.1204845972240505
NFP_2024-01-05,NFP,2024,2023-24,S1_ATR_D1,base,3.507407586864064,-1.2704595601288502,3.2134789644100037
CPI_2024-01-11,CPI,2024,2023-24,S1_ATR_D1,base,3.6091249103036955,-2.0123324020360926,-1.8031404181719621
NFP_2024-02-02,NFP,2024,2023-24,S1_ATR_D1,base,3.43438153975362,-2.1902955198565026,3.074699004105955
CPI_2024-02-13,CPI,2024,2023-24,S1_ATR_D1,base,3.3411550805593775,-2.7618804807034327,-1.8612937292807858
NFP_2024-03-08,NFP,2024,2023-24,S1_ATR_D1,base,3.5815065285055474,-2.361222416514452,-1.180155185076342
CPI_2024-03-12,CPI,2024,2023-24,S1_ATR_D1,base,3.8888388973874513,-3.0475781236302826,0.6555837660728333
NFP_2024-04-05,NFP,2024,2023-24,S1_ATR_D1,base,4.980249511429201,-1.2920671816206433,1.819021924345409
CPI_2024-04-10,CPI,2024,2023-24,S1_ATR_D1,base,6.036300751949081,-1.4835212604522894,2.0044593530388184
NFP_2024-05-03,NFP,2024,2023-24,S1_ATR_D1,base,6.727694753430365,3.0704042182454705,-1.5256723181095122
CPI_2024-05-15,CPI,2024,2023-24,S1_ATR_D1,base,5.611769076180104,2.3665535181002006,-2.5351093312775923
NFP_2024-06-07,NFP,2024,2023-24,S1_ATR_D1,base,5.545388053261704,-1.1771510104076242,2.9017339626098315
CPI_2024-06-12,CPI,2024,2023-24,S1_ATR_D1,base,5.85938851933631,1.2113945894824572,-1.6491428103994126
NFP_2024-07-05,NFP,2024,2023-24,S1_ATR_D1,base,4.171840787066178,-3.2982262992055964,0.6841883824638049
CPI_2024-07-11,CPI,2024,2023-24,S1_ATR_D1,base,4.563078122872947,3.0453966107535093,-2.911108903311298
NFP_2024-08-02,NFP,2024,2023-24,S1_ATR_D1,base,6.071464004965284,2.6597954194893205,-1.8580605667388383
CPI_2024-08-14,CPI,2024,2023-24,S1_ATR_D1,base,6.8362647580680385,-0.09035107209263624,-1.268479814180111
NFP_2024-09-06,NFP,2024,2023-24,S1_ATR_D1,base,4.669998407962965,-1.8999183136490718,-1.3348217612603743
CPI_2024-09-11,CPI,2024,2023-24,S1_ATR_D1,base,4.66042311268624,-1.088921301197907,-1.2341870814996383
NFP_2024-10-04,NFP,2024,2023-24,S1_ATR_D1,base,5.240224546442488,-1.5274490776228409,2.6410745813164738
CPI_2024-10-10,CPI,2024,2023-24,S1_ATR_D1,base,5.122932947552761,-1.7472181934912034,-1.6443474346122984
NFP_2024-11-01,NFP,2024,2023-24,S1_ATR_D1,base,5.026130173255161,1.0485037828989048,-1.6545698605760515
CPI_2024-11-13,CPI,2024,2023-24,S1_ATR_D1,base,6.618213365266361,1.2387998161299245,-1.1604126485713087
NFP_2024-12-06,NFP,2024,2023-24,S1_ATR_D1,base,6.169443502296901,0.03912524685734661,-1.216579582454343
CPI_2024-12-11,CPI,2024,2023-24,S1_ATR_D1,base,6.18551384726134,-0.4019153640889939,-1.6553278034504912
NFP_2025-01-10,NFP,2025,2025-26,S1_ATR_D1,base,4.761252125600185,-1.6397501421994325,0.956310657341216
CPI_2025-01-15,CPI,2025,2025-26,S1_ATR_D1,base,4.508718133301954,1.5838430766507616,-1.4550472675469808
NFP_2025-02-07,NFP,2025,2025-26,S1_ATR_D1,base,5.577032673676238,-0.32361286110423554,-1.977807939347776
CPI_2025-02-12,CPI,2025,2025-26,S1_ATR_D1,base,6.313142150449799,-1.9411546909531678,1.4584202732302163
NFP_2025-03-07,NFP,2025,2025-26,S1_ATR_D1,base,6.551001714323944,0.8242698957309855,-1.3863843876184185
CPI_2025-03-12,CPI,2025,2025-26,S1_ATR_D1,base,6.701403069170541,0.6317515087962756,-1.6194188572130543
NFP_2025-04-04,NFP,2025,2025-26,S1_ATR_D1,base,6.605084827886943,-1.4002116537477052,-0.21688090120379747
CPI_2025-04-10,CPI,2025,2025-26,S1_ATR_D1,base,9.81332788810516,0.09244193308765135,-0.5841888771442001
NFP_2025-05-02,NFP,2025,2025-26,S1_ATR_D1,base,13.442791648496662,-0.8045913217147533,0.40497886468466654
CPI_2025-05-13,CPI,2025,2025-26,S1_ATR_D1,base,14.398440726614913,0.009783107954127065,-0.23954944604695871
NFP_2025-06-06,NFP,2025,2025-26,S1_ATR_D1,base,10.0,-0.6600503999999546,0.2029496000000563
CPI_2025-06-11,CPI,2025,2025-26,S1_ATR_D1,base,9.79873421518342,0.3476293544855918,-1.3392211750846295
NFP_2025-07-03,NFP,2025,2025-26,S1_ATR_D1,base,8.077730631946388,-1.8786158132069277,1.4081365198060936
CPI_2025-07-15,CPI,2025,2025-26,S1_ATR_D1,base,6.99730276622202,-0.06630854995157558,-1.227827533985512
NFP_2025-08-01,NFP,2025,2025-26,S1_ATR_D1,base,7.396442604757186,1.3073665296584853,-1.2249319009348114
CPI_2025-08-12,CPI,2025,2025-26,S1_ATR_D1,base,7.5127997471199,0.8529963616369349,-1.7775808752415936
NFP_2025-09-05,NFP,2025,2025-26,S1_ATR_D1,base,6.801909060075164,2.4470433010781845,-1.9761266846240026
CPI_2025-09-11,CPI,2025,2025-26,S1_ATR_D1,base,7.7916254236779645,-1.5060115010586754,-1.4184816259793038
CPI_2025-10-24,CPI,2025,2025-26,S1_ATR_D1,base,19.828313802038238,1.358581232319924,-1.1347977051728775
NFP_2025-11-20,NFP,2025,2025-26,S1_ATR_D1,base,13.992367451379415,-1.3113345946465607,0.13981368819806655
NFP_2025-12-16,NFP,2025,2025-26,S1_ATR_D1,base,9.59111181868312,0.3836785629829829,-0.6985734424393985
CPI_2025-12-18,CPI,2025,2025-26,S1_ATR_D1,base,10.076648508215134,0.710789802200621,-1.3516518899012826
NFP_2026-01-09,NFP,2026,2025-26,S1_ATR_D1,base,15.085843098980805,-0.18342349060936505,-0.17281752056506744
CPI_2026-01-13,CPI,2026,2025-26,S1_ATR_D1,base,15.910852847323584,0.4905365585927159,-0.7784086195029218
NFP_2026-02-11,NFP,2026,2025-26,S1_ATR_D1,base,45.82012980870171,-1.0766772640315097,1.259086524653249
CPI_2026-02-13,CPI,2026,2025-26,S1_ATR_D1,base,46.56772963980735,0.5299431750459329,-0.6453342203376676
NFP_2026-03-06,NFP,2026,2025-26,S1_ATR_D1,base,22.82420450061949,1.4345147932367048,-1.2026855524912428
CPI_2026-03-11,CPI,2026,2025-26,S1_ATR_D1,base,22.96109661357568,-0.16588846186671993,-0.018682949129902135
CPI_2026-04-10,CPI,2026,2025-26,S1_ATR_D1,base,30.20667640347293,0.42023213115036523,-0.5563731598775887
NFP_2026-05-08,NFP,2026,2025-26,S1_ATR_D1,base,16.95923231512177,-0.2291428307479842,0.02617532985879425
CPI_2026-05-12,CPI,2026,2025-26,S1_ATR_D1,base,16.004090843018176,-0.2517857802436055,0.03814009217953491
NFP_2026-06-05,NFP,2026,2025-26,S1_ATR_D1,base,15.752052920234327,-1.1088570447578658,0.6237425178644894
CPI_2026-06-10,CPI,2026,2025-26,S1_ATR_D1,base,16.37118228362716,1.7274925237552474,-1.246635987946294
NFP_2026-07-02,NFP,2026,2025-26,S1_ATR_D1,base,18.113078468967917,2.7918220851654594,-1.1056379805514815
CPI_2026-07-14,CPI,2026,2025-26,S1_ATR_D1,base,16.857330407676827,2.8920316753000823,-2.44837500967559
NFP_2026-08-07,NFP,2026,2025-26,S1_ATR_D1,base,14.395152824019895,-1.1289558157995208,-2.1862561575230974
CPI_2026-08-12,CPI,2026,2025-26,S1_ATR_D1,base,15.172712946491371,-1.1294998501874114,-1.1643650718433507
NFP_2026-09-04,NFP,2026,2025-26,S1_ATR_D1,base,18.174025800229323,-2.8473201297727075,3.670223165368153
CPI_2026-09-11,CPI,2026,2025-26,S1_ATR_D1,base,17.1239735398828,-2.6847090071079394,2.33801540902595
