event_id,family,year,era,entry,stop,cost,stop_usd,rl,rs
NFP_2024-07-05,NFP,2024,2023-24,m60,10.0,base,10.0,-1.3759675000000242,0.2854324999999335
CPI_2024-07-11,CPI,2024,2023-24,m60,10.0,base,10.0,1.389638265000076,-1.328361735000044
NFP_2024-08-02,NFP,2024,2023-24,m60,10.0,base,10.0,1.6148852150000947,-1.9199147849999918
CPI_2024-08-14,CPI,2024,2023-24,m60,10.0,base,10.0,-0.06176638500005538,-0.13706638500002555
NFP_2024-09-06,NFP,2024,2023-24,m60,10.0,base,10.0,0.5449384499999269,-0.8600615500000004
CPI_2024-09-11,CPI,2024,2023-24,m60,10.0,base,10.0,-0.46058339999990494,0.19141660000004776
NFP_2024-10-04,NFP,2024,2023-24,m60,10.0,base,10.0,-1.1132176150000306,1.3839823849999902
CPI_2024-10-10,CPI,2024,2023-24,m60,10.0,base,10.0,-1.206388164999953,-0.7112381649999406
NFP_2024-11-01,NFP,2024,2023-24,m60,10.0,base,10.0,0.5269916500000363,-0.7880083500000182
CPI_2024-11-13,CPI,2024,2023-24,m60,10.0,base,10.0,0.8198641500000576,-1.0827858499999365
NFP_2024-12-06,NFP,2024,2023-24,m60,10.0,base,10.0,0.024138099999981934,-0.3268619000000399
CPI_2024-12-11,CPI,2024,2023-24,m60,10.0,base,10.0,-0.24860530499995548,-0.5191053049999936
NFP_2025-01-10,NFP,2025,2025-26,m60,10.0,base,10.0,-1.2269263850000243,0.4553236149999975
CPI_2025-01-15,CPI,2025,2025-26,m60,10.0,base,10.0,0.7141102000000046,-1.0291897999999946
NFP_2025-02-07,NFP,2025,2025-26,m60,10.0,base,10.0,-0.1804799500000172,-1.3246299499998713
CPI_2025-02-12,CPI,2025,2025-26,m60,10.0,base,10.0,-1.5547785499999462,0.9207214500000191
NFP_2025-03-07,NFP,2025,2025-26,m60,10.0,base,10.0,0.5399793499999305,-1.2812206500000685
CPI_2025-03-12,CPI,2025,2025-26,m60,10.0,base,10.0,0.4233621500000481,-0.7196378499999809
NFP_2025-04-04,NFP,2025,2025-26,m60,10.0,base,10.0,-1.7178516749999744,-0.14325167499996497
CPI_2025-04-10,CPI,2025,2025-26,m60,10.0,base,10.0,0.09071629999994002,-0.5732837000000017
NFP_2025-05-02,NFP,2025,2025-26,m60,10.0,base,10.0,-1.5915953500000342,0.5444046500000695
CPI_2025-05-13,CPI,2025,2025-26,m60,10.0,base,10.0,0.014086149999957342,-1.5204138500000681
NFP_2025-06-06,NFP,2025,2025-26,m60,10.0,base,10.0,-0.6600503999999546,0.2029496000000563
CPI_2025-06-11,CPI,2025,2025-26,m60,10.0,base,10.0,0.3406327650000094,-1.3122672349999902
NFP_2025-07-03,NFP,2025,2025-26,m60,10.0,base,10.0,-1.5174952500000471,1.1374547500000063
CPI_2025-07-15,CPI,2025,2025-26,m60,10.0,base,10.0,-0.04639810000003308,-0.2960981000000629
NFP_2025-08-01,NFP,2025,2025-26,m60,10.0,base,10.0,0.966986149999957,-1.229213850000042
CPI_2025-08-12,CPI,2025,2025-26,m60,10.0,base,10.0,0.640839085000016,-1.6044609150000269
NFP_2025-09-05,NFP,2025,2025-26,m60,10.0,base,10.0,1.664456599999994,-2.4840434000001097
CPI_2025-09-11,CPI,2025,2025-26,m60,10.0,base,10.0,-1.453227750000042,-1.359227749999991
CPI_2025-10-24,CPI,2025,2025-26,m60,10.0,base,10.0,2.693837499999927,-1.9548125000001164
NFP_2025-11-20,NFP,2025,2025-26,m60,10.0,base,10.0,-1.5542675500000314,0.19563244999999369
NFP_2025-12-16,NFP,2025,2025-26,m60,10.0,base,10.0,0.36799040000014427,-0.6700095999998666
CPI_2025-12-18,CPI,2025,2025-26,m60,10.0,base,10.0,0.7162378999999419,-1.2179120999999213
NFP_2026-01-09,NFP,2026,2025-26,m60,10.0,base,10.0,-1.3532098000000587,-0.2607097999999496
CPI_2026-01-13,CPI,2026,2025-26,m60,10.0,base,10.0,0.7804855000001225,-1.1375144999999065
NFP_2026-02-11,NFP,2026,2025-26,m60,10.0,base,10.0,-2.6774492000001375,5.769150799999897
CPI_2026-02-13,CPI,2026,2025-26,m60,10.0,base,10.0,2.4678250500000103,-2.017374949999976
NFP_2026-03-06,NFP,2026,2025-26,m60,10.0,base,10.0,3.2741658999998435,-2.0200341000000663
CPI_2026-03-11,CPI,2026,2025-26,m60,10.0,base,10.0,-0.38089809999992214,-1.8040980999998282
CPI_2026-04-10,CPI,2026,2025-26,m60,10.0,base,10.0,1.269381600000088,-2.050218399999994
NFP_2026-05-08,NFP,2026,2025-26,m60,10.0,base,10.0,-0.3886086499999692,0.04439135000002352
CPI_2026-05-12,CPI,2026,2025-26,m60,10.0,base,10.0,-0.40296024999988733,0.061039750000236384
NFP_2026-06-05,NFP,2026,2025-26,m60,10.0,base,10.0,-1.58737748500007,0.9825225150001643
CPI_2026-06-10,CPI,2026,2025-26,m60,10.0,base,10.0,2.8281095000000276,-1.3085904999999003
NFP_2026-07-02,NFP,2026,2025-26,m60,10.0,base,10.0,5.056849249999959,-1.5356507499999679
CPI_2026-07-14,CPI,2026,2025-26,m60,10.0,base,10.0,4.875193350000063,-4.127306650000037
NFP_2026-08-07,NFP,2026,2025-26,m60,10.0,base,10.0,-1.4061491500000556,-3.14714914999995
CPI_2026-08-12,CPI,2026,2025-26,m60,10.0,base,10.0,-1.2766577000000325,-1.2526577000001453
NFP_2026-09-04,NFP,2026,2025-26,m60,10.0,base,10.0,-5.174726950000149,6.670273050000015
CPI_2026-09-11,CPI,2026,2025-26,m60,10.0,base,10.0,-4.597288600000138,-1.5006886000001942
