group,model,features,adapt,tau,n_trades,trade_share,mean_R,t,win_rate,avg_win_R,avg_loss_R,pf,total_R,max_dd_R,worst_R,max_loss_streak,cvar10_R
NFP,knn,PRICE+MACRO+RATES,rolling5y,0.1,7,0.09859154929577464,-0.2623760259718996,-0.48293331129600275,0.42857142857142855,1.22325220077009,-1.3765971960283916,0.6664543217322126,-1.836632181803297,5.506388784113566,-1.9399295059428627,4.0,-1.9399295059428627
NFP,knn,PRICE+MACRO+RATES,rolling5y,0.2,4,0.056338028169014086,0.1743997259280915,0.23507285012573184,0.5,1.4575534393005734,-1.1087539874443904,1.3145868748216583,0.697598903712366,2.2175079748887807,-1.1579883973043796,2.0,-1.1579883973043796
NFP,knn,PRICE+MACRO+RATES,rolling5y,0.3,2,0.028169014084507043,0.10773607831869614,0.0,0.5,1.373460553941772,-1.1579883973043796,1.1860745385178113,0.21547215663739228,1.1579883973043796,-1.1579883973043796,1.0,-1.1579883973043796
NFP,knn,PRICE+MACRO+RATES,decay3y,0.0,8,0.11267605633802817,-0.6342269141709352,-1.2646975382580543,0.375,1.004020862458543,-1.6171755801486225,0.3725090366624028,-5.073815313367482,6.118342579443933,-2.243435380905006,3.0,-2.243435380905006
NFP,knn,PRICE+MACRO+RATES,decay3y,0.1,3,0.04225352112676056,-1.843946458604117,-7.017270827806042,0.0,0.0,-1.843946458604117,0.0,-5.531839375812351,5.531839375812351,-2.243435380905006,3.0,-2.243435380905006
NFP,knn,PRICE+MACRO+RATES,decay3y,0.2,2,0.028169014084507043,-2.0916824434239345,0.0,0.0,0.0,-2.0916824434239345,0.0,-4.183364886847869,4.183364886847869,-2.243435380905006,2.0,-2.243435380905006
NFP,knn,PRICE+MACRO+RATES,decay3y,0.3,2,0.028169014084507043,-2.0916824434239345,0.0,0.0,0.0,-2.0916824434239345,0.0,-4.183364886847869,4.183364886847869,-2.243435380905006,2.0,-2.243435380905006
NFP,knn,ALL,expanding,0.0,14,0.19718309859154928,-0.53666353968909,-1.6291320009616517,0.2857142857142857,1.134059984292216,-1.2049529492816125,0.3764661466552159,-7.513289555647259,10.676068938874353,-2.243435380905006,7.0,-2.243435380905006
NFP,knn,ALL,expanding,0.1,9,0.1267605633802817,-0.4473316411516689,-0.9254491204681552,0.3333333333333333,1.3140550566038196,-1.3280249900294132,0.49474033488432917,-4.02598477036502,6.594689386234707,-2.243435380905006,4.0,-2.243435380905006
NFP,knn,ALL,expanding,0.2,3,0.04225352112676056,-0.5748191164351567,-0.5748475500708573,0.3333333333333333,1.373460553941772,-1.548958951623621,0.4433495647196165,-1.7244573493054702,3.097917903247242,-1.9399295059428627,2.0,-1.9399295059428627
NFP,knn,ALL,expanding,0.3,2,0.028169014084507043,0.10773607831869614,0.0,0.5,1.373460553941772,-1.1579883973043796,1.1860745385178113,0.21547215663739228,1.1579883973043796,-1.1579883973043796,1.0,-1.1579883973043796
