event_id,family,t0_utc,year,U,sl_usd,R_long,R_short,R_long_cons,R_short_cons,stop_long,stop_short,a_move,a_range,a_spread_m10,unit_atr_m1_60,range_over_atr
CPI_2008-07-16,CPI,2008-07-16 12:30:00+00:00,2008,1.019626221485695,0.611775732891417,-2.5408515186656033,-2.2711448416448543,-3.2647484897125554,-3.4331108396100127,True,True,2.1200000000001182,2.62600000000009,0.05999999999994543,0.4773500000000013,5.501204566879822
NFP_2008-08-01,NFP,2008-08-01 12:30:00+00:00,2008,1.4388501928099198,0.8633101156859518,-1.656498949816808,2.0571144340050314,-2.7281238308307225,-2.5010906981953047,True,False,-2.9289999999999736,3.4039999999999964,0.5059999999999718,0.39974999999999455,8.515322076297792
CPI_2008-08-14,CPI,2008-08-14 12:30:00+00:00,2008,1.189932143200806,0.7139592859204836,-1.9409375679082386,-2.036181094172224,-3.303061178004887,-3.3983047042690315,True,True,0.05600000000004002,0.4399999999999409,0.5059999999999718,0.399533333333333,1.101284832304208
NFP_2008-09-05,NFP,2008-09-05 12:30:00+00:00,2008,1.7380782420797092,1.0428469452478255,-0.8752830932279926,-1.2262454292333356,-2.4148883126866543,-1.8970750300560473,False,False,0.18299999999999272,0.31799999999998363,0.5059999999999718,0.48288333333332695,0.658544161805794
CPI_2008-09-16,CPI,2008-09-16 12:30:00+00:00,2008,1.9151494221998022,1.1490896533198813,-1.5512195195998837,-1.5703651101433203,-2.0959817130383054,-2.02375062144327,True,True,0.2999999999999545,0.8579999999999472,0.5059999999999718,0.6430333333333351,1.3343009693638663
NFP_2008-10-03,NFP,2008-10-03 12:30:00+00:00,2008,1.9961509507037545,1.1976905704222527,0.5207375054978718,-1.6818347323966834,-2.074786978679957,-2.496431777822273,False,True,1.9759999999998854,2.3489999999999327,0.5059999999999718,0.7779999999999935,3.0192802056554657
CPI_2008-10-16,CPI,2008-10-16 12:30:00+00:00,2008,2.691593548011016,1.6149561288066094,-1.483209145606883,-0.1853410719095786,-1.7015651700896441,-0.5857453853555351,True,False,-0.26900000000000546,1.26299999999992,0.40399999999999636,0.9037333333333265,1.3975361463557792
NFP_2008-11-07,NFP,2008-11-07 13:30:00+00:00,2008,1.7036229353419772,1.0221737612051862,-1.5387337845042963,-1.698197866039318,-2.201739063764175,-2.1821729187904335,True,True,0.17200000000002547,2.5650000000000546,0.40399999999999636,0.5727333333333282,4.478524036782815
CPI_2008-11-19,CPI,2008-11-19 13:30:00+00:00,2008,1.2483202886885414,0.7489921732131248,-1.962243468706965,-1.69922336376366,-2.5595928349633823,-2.7117973626967857,True,True,-0.08799999999996544,0.7659999999999627,0.40999999999996817,0.5672999999999926,1.3502555966860086
NFP_2008-12-05,NFP,2008-12-05 13:30:00+00:00,2008,2.627605496762501,1.5765632980575004,0.3886483344848869,-1.5212020367052437,-0.011933488508277329,-2.0657679295290734,False,True,0.0929999999998472,2.423000000000002,0.40399999999999636,0.7009000000000014,3.456983877871304
CPI_2008-12-16,CPI,2008-12-16 13:30:00+00:00,2008,0.8984134086520381,0.5390480451912228,-2.4103823612587014,-2.421513094508728,-4.08485981842083,-4.095990551670856,True,True,0.7609999999999673,0.8539999999999281,0.4600000000000364,0.6539166666666669,1.3059768064227264
NFP_2009-01-09,NFP,2009-01-09 13:30:00+00:00,2009,1.6857715409420237,1.0114629245652142,-0.6312691098136486,-1.6881541167057261,-2.197328093815529,-2.2961947923087123,False,True,0.2459999999998672,0.7189999999998236,0.5039999999999054,0.5206000000000017,1.3810987322316965
CPI_2009-01-16,CPI,2009-01-16 13:30:00+00:00,2009,0.6823471651757189,0.40940829910543136,2.225031348877233,-3.632202139647424,-4.321263403467672,-5.713516567962666,False,True,1.6229999999999336,1.6229999999999336,0.36000000000001364,0.508349999999994,3.1926822071406566
NFP_2009-02-06,NFP,2009-02-06 13:30:00+00:00,2009,1.7496167110321186,1.049770026619271,0.18600635858200615,-1.5867628697348302,-2.1816285871445826,-2.1835337663259633,False,True,0.9799999999999045,1.0289999999999964,0.5040000000000191,0.5403166666666663,1.9044387550510447
CPI_2009-02-20,CPI,2009-02-20 13:30:00+00:00,2009,0.7206244675466545,0.4323746805279927,-2.961304761037982,-3.3267285638547928,-5.169543224109337,-5.534967026925885,True,True,0.3770000000000664,0.6879999999999882,0.5040000000000191,0.5368666666666665,1.2815099962746586
NFP_2009-03-06,NFP,2009-03-06 13:30:00+00:00,2009,1.0519115249635858,0.6311469149781515,-2.0511962734459455,-2.2381574978450804,-3.54563818168617,-3.732599406085485,True,True,-1.3149999999999409,1.606999999999971,0.5040000000000191,0.4272833333333248,3.760970472364168
CPI_2009-03-18,CPI,2009-03-18 12:30:00+00:00,2009,0.5766651216922057,0.34599907301532346,-3.5743720040122775,-3.666857800928006,-6.069924354702388,-6.162410151618116,True,True,0.4980000000000473,0.4980000000000473,0.55600000000004,0.42961666666664844,1.159172906079222
NFP_2009-04-03,NFP,2009-04-03 12:30:00+00:00,2009,1.5377349377660288,0.9226409626596173,-1.9021214871504022,-1.710280882664436,-2.4526611017539013,-2.779982359125087,True,True,-1.907000000000039,1.907000000000039,0.5059999999999718,0.47488333333332094,4.015723160074591
CPI_2009-04-15,CPI,2009-04-15 12:30:00+00:00,2009,0.5602436843556954,0.3361462106134172,-3.603996599543371,-3.841988275409812,-6.165202327340187,-6.403194003206628,True,True,-0.6490000000001146,0.6490000000001146,0.55600000000004,0.4218333333333419,1.5385223231926546
