group,model,features,adapt,tau,n_trades,trade_share,mean_R,t,win_rate,avg_win_R,avg_loss_R,pf,total_R,max_dd_R,worst_R,max_loss_streak,cvar10_R
CPI,ridge,PRICE+CONSENSUS,rolling5y,0.3,7,0.109375,-0.07629917738095823,-0.4011078184931129,0.42857142857142855,0.41123240833332547,-0.4419478666666711,0.697874861522108,-0.5340942416667076,1.2297093500000074,-0.8046818333333476,2.0,-0.8046818333333476
CPI,ridge,PRICE+CONSENSUS,decay3y,0.0,33,0.515625,-0.1921542209595981,-2.9206379773826745,0.21212121212121213,0.2820706059523749,-0.319830135897437,0.23744506128184292,-6.341089291666738,6.639289000000038,-1.0,6.0,-1.0
CPI,ridge,PRICE+CONSENSUS,decay3y,0.1,23,0.359375,-0.21581041775363266,-2.381397720516025,0.2608695652173913,0.27400836944444035,-0.3886876367647173,0.24880862452810334,-4.963639608333551,5.3288106916668685,-1.0,5.0,-1.0
CPI,ridge,PRICE+CONSENSUS,decay3y,0.2,12,0.1875,-0.3245575229166711,-2.380523747400718,0.16666666666666666,0.4516265999999973,-0.479794347500005,0.1882584079421622,-3.8946902750000536,4.259861358333372,-1.0,5.0,-1.0
CPI,ridge,PRICE+CONSENSUS,decay3y,0.3,5,0.078125,-0.2223219366666626,-0.9331782239112784,0.2,0.6487116999999974,-0.44008034583332767,0.3685189000951687,-1.1116096833333131,1.7603213833333107,-0.8046818333333476,4.0,-0.8046818333333476
CPI,ridge,PRICE+FED,expanding,0.0,36,0.5625,-0.23595169652778245,-3.5331671070750597,0.2222222222222222,0.22579171354165814,-0.3678783851190512,0.17536207824192335,-8.494261075000168,8.859432158333485,-1.0,5.0,-1.0
CPI,ridge,PRICE+FED,expanding,0.1,27,0.421875,-0.2566192932098852,-3.196248903783035,0.2222222222222222,0.24235507777776397,-0.3991833992063563,0.17346489877628504,-6.928720916666901,7.293892000000218,-1.0,8.0,-1.0
CPI,ridge,PRICE+FED,expanding,0.2,19,0.296875,-0.26914420263158906,-2.661422009066799,0.21052631578947367,0.28733471666665383,-0.41753858111112047,0.18351020618790662,-5.113739850000192,5.47891093333351,-1.0,8.0,-1.0
CPI,ridge,PRICE+FED,expanding,0.3,10,0.15625,-0.3003855291666734,-1.8115452494942732,0.2,0.38204884999998967,-0.4709941239583392,0.2027885437238401,-3.0038552916667336,3.652566991666731,-1.0,4.0,-1.0
CPI,ridge,PRICE+FED,rolling5y,0.0,36,0.5625,-0.17683134444444423,-2.215490474755143,0.2777777777777778,0.3757116141666567,-0.38934786698717533,0.3711448790136443,-6.3659283999999925,6.731099483333311,-1.0,4.0,-1.0
CPI,ridge,PRICE+FED,rolling5y,0.1,22,0.34375,-0.22399029128788614,-1.9829056428069312,0.2727272727272727,0.4120874277777679,-0.46251943593750633,0.3341109008823205,-4.927786408333495,5.292957491666812,-1.0,5.0,-1.0
CPI,ridge,PRICE+FED,rolling5y,0.2,13,0.203125,-0.3010561705128298,-2.0483404059175583,0.23076923076923078,0.3648472416666537,-0.5008271941666749,0.21854678375066403,-3.9137302166667873,4.278901300000106,-1.0,6.0,-1.0
CPI,ridge,PRICE+FED,rolling5y,0.3,9,0.140625,-0.2893245138888932,-1.410808740920659,0.3333333333333333,0.3648472416666537,-0.6164103916666667,0.295945077012873,-2.603920625000039,3.252632325000036,-1.0,5.0,-1.0
CPI,ridge,PRICE+FED,decay3y,0.0,37,0.578125,-0.17966765720721134,-2.3777390330139565,0.2972972972972973,0.3189616030302956,-0.39062619038461815,0.3454588988435995,-6.64770331666682,7.012874400000139,-1.0,5.0,-1.0
CPI,ridge,PRICE+FED,decay3y,0.1,22,0.34375,-0.31805510757576694,-3.4017552201238277,0.18181818181818182,0.28619795624998307,-0.4523335662037114,0.14060319769567375,-6.997212366666873,7.36238345000019,-1.0,10.0,-1.0
CPI,ridge,PRICE+FED,decay3y,0.2,10,0.15625,-0.22850933250000857,-1.5588928600152907,0.2,0.38204884999998967,-0.3811488781250082,0.25059030206215527,-2.2850933250000858,2.9338050250000833,-1.0,5.0,-1.0
CPI,ridge,PRICE+FED,decay3y,0.3,7,0.109375,-0.24304801666667006,-1.146808511243732,0.2857142857142857,0.38204884999998967,-0.49308676333333407,0.30992423922904533,-1.7013361166666905,2.350047816666688,-1.0,4.0,-1.0
CPI,ridge,PRICE+POSITIONING,expanding,0.0,37,0.578125,-0.23150420855856446,-3.7086031913415582,0.21621621621621623,0.23509537604165115,-0.3602213353448309,0.1800390217780775,-8.565655716666885,8.930826800000204,-1.0,8.0,-1.0
CPI,ridge,PRICE+POSITIONING,expanding,0.1,28,0.4375,-0.2986625994047669,-4.0247976140461725,0.14285714285714285,0.2683590854166577,-0.3931662135416711,0.11375981123405744,-8.362552783333474,8.727723866666791,-1.0,10.0,-1.0
CPI,ridge,PRICE+POSITIONING,expanding,0.2,12,0.1875,-0.22714810138889951,-1.885257026714912,0.16666666666666666,0.3517544208333258,-0.3429286058333446,0.20514731920863455,-2.725777216666794,3.090948300000112,-1.0,7.0,-1.0
CPI,ridge,PRICE+POSITIONING,expanding,0.3,7,0.109375,-0.19629009761904723,-1.1749219061447678,0.14285714285714285,0.6487116999999974,-0.3371237305555547,0.3207090064187853,-1.3740306833333307,2.0227423833333282,-0.8046818333333476,6.0,-0.8046818333333476
CPI,ridge,PRICE+POSITIONING,rolling5y,0.0,42,0.65625,-0.26317627301587465,-4.561252583899603,0.19047619047619047,0.21342880937498404,-0.3753186453431355,0.13380242097068432,-11.053403466666735,11.418574550000052,-1.0,10.0,-1.0
CPI,ridge,PRICE+POSITIONING,rolling5y,0.1,24,0.375,-0.2549997284722249,-3.091035682657972,0.16666666666666666,0.3372708062499896,-0.3734538354166678,0.18062248892085508,-6.119993483333398,6.485164566666716,-1.0,8.0,-1.0
CPI,ridge,PRICE+POSITIONING,rolling5y,0.2,12,0.1875,-0.15385820763889219,-1.4236068842702403,0.25,0.3648472416666537,-0.3267600240740742,0.3721867372449712,-1.8462984916667062,2.5419136000000058,-0.8046818333333476,5.0,-0.8046818333333476
CPI,ridge,PRICE+POSITIONING,rolling5y,0.3,6,0.09375,-0.2116155763888893,-1.086222349607426,0.16666666666666666,0.6487116999999974,-0.38368103166666667,0.33815156156251336,-1.269693458333336,1.9184051583333335,-0.8046818333333476,5.0,-0.8046818333333476
CPI,ridge,PRICE+POSITIONING,decay3y,0.0,35,0.546875,-0.2349066554761943,-3.696785894024822,0.2,0.2294367345237907,-0.3509925029761906,0.16341996807504064,-8.2217329416668,8.586904025000118,-1.0,8.0,-1.0
CPI,ridge,PRICE+POSITIONING,decay3y,0.1,17,0.265625,-0.282700468627461,-2.921721198647772,0.11764705882352941,0.38204884999998967,-0.37133371111112107,0.1371807760578506,-4.805907966666838,5.171079050000155,-1.0,8.0,-1.0
CPI,ridge,PRICE+POSITIONING,decay3y,0.2,8,0.125,-0.32983474583333344,-1.9205521111349075,0.125,0.6487116999999974,-0.4696270952380949,0.19733337564991976,-2.6386779666666675,3.003849049999985,-1.0,6.0,-1.0
CPI,ridge,PRICE+POSITIONING,decay3y,0.3,6,0.09375,-0.225856224999998,-1.1608826020119702,0.16666666666666666,0.6487116999999974,-0.40076980999999706,0.32373281809825055,-1.355137349999988,2.0038490499999853,-0.8046818333333476,5.0,-0.8046818333333476
CPI,ridge,PRICE+MACRO+RATES,expanding,0.0,45,0.703125,-0.2371021514814873,-3.814662609046676,0.28888888888888886,0.21897073653844812,-0.4223817622395861,0.21060772427074126,-10.669596816666928,10.80902875833351,-1.0,6.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,expanding,0.1,33,0.515625,-0.1851862919191956,-2.447171221852814,0.36363636363636365,0.22550358472221257,-0.4198662214285717,0.3069053538800989,-6.111147633333455,7.377396083333261,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,expanding,0.2,22,0.34375,-0.2334702094697012,-2.3267725306569966,0.36363636363636365,0.20892958541665507,-0.4862700922619048,0.24551856349721876,-5.1363446083334265,6.087721174999994,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,expanding,0.3,12,0.1875,-0.19383104930556602,-1.3622782511229403,0.3333333333333333,0.27535169999997794,-0.42842242395833807,0.3213553780120932,-2.325972591666792,2.8502717000000453,-1.0,3.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,rolling5y,0.0,42,0.65625,-0.19860607976191036,-2.7174470164427493,0.3333333333333333,0.2902876172618946,-0.4430529282738129,0.3275992536522553,-8.341455350000235,8.480887291666818,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,rolling5y,0.1,30,0.46875,-0.1557160847222286,-1.988993845733061,0.4,0.22268642916665413,-0.407984427314817,0.36388060304537134,-4.671482541666857,6.251438591666593,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,rolling5y,0.2,13,0.203125,-0.28225044487180057,-2.026842708962628,0.38461538461538464,0.23714419333331685,-0.606872093749999,0.2442279392309317,-3.669255783333407,4.500547499999925,-1.0,5.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,rolling5y,0.3,7,0.109375,-0.14064472380954113,-0.6550361183306663,0.5714285714285714,0.27535169999997794,-0.6953066222222333,0.5280197085231083,-0.9845130666667878,1.8313783666667025,-1.0,2.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,decay3y,0.0,45,0.703125,-0.19550764222222922,-3.1686319080242646,0.3111111111111111,0.23968808809522782,-0.39204764946237114,0.2761047884913239,-8.797843900000315,8.960125924999982,-1.0,6.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,decay3y,0.1,33,0.515625,-0.1729230520202087,-2.292761069246585,0.36363636363636365,0.22550358472221257,-0.40059541587302094,0.32166916086399006,-5.706460716666887,6.946260524999957,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,decay3y,0.2,16,0.25,-0.20320353177083916,-1.6557657174479143,0.4375,0.19791152857141284,-0.5151819120370352,0.29878997164366844,-3.2512565083334266,4.182455425000019,-1.0,4.0,-1.0
CPI,ridge,PRICE+MACRO+RATES,decay3y,0.3,9,0.140625,-0.2226007111111256,-1.1648943362734119,0.4444444444444444,0.27535169999997794,-0.6209626400000086,0.35474172810135457,-2.0034064000001304,2.8502717000000453,-1.0,3.0,-1.0
CPI,ridge,ALL,expanding,0.0,50,0.78125,-0.21203656633333595,-3.5222561437700137,0.26,0.29565012051280826,-0.39041296981981904,0.2660697195006246,-10.601828316666797,10.601828316666795,-1.0,6.0,-1.0
CPI,ridge,ALL,expanding,0.1,29,0.453125,-0.21254590948276034,-2.878675565377837,0.3103448275862069,0.19380831759257977,-0.3954053116666633,0.2205679598714756,-6.16383137500005,6.368490099999955,-1.0,8.0,-1.0
CPI,ridge,ALL,expanding,0.2,20,0.3125,-0.19468908500000642,-2.123935593832121,0.35,0.19564050595236146,-0.40486655705128144,0.2601965659691647,-3.8937817000001287,4.635907450000029,-1.0,5.0,-1.0
